title,score
Life is Strange -- Episode 4: Dark Room,6
Life is Strange -- Episode 4: Dark Room,6
F1 2015,5.8
King's Quest -- Episode 1: A Knight to Remember,8
King's Quest -- Episode 1: A Knight to Remember,8
Guild of Dungeoneering,7
Hatoful Boyfriend,8
Hatoful Boyfriend,8
The Vanishing of Ethan Carter,8.5
LEGO Jurassic World,7.6
Yoshi's Woolly World,7.4
Batman: Arkham Knight,9.2
Batman: Arkham Knight,9.2
Earthbound Beginnings,6.5
Journey,9
Game of Thrones: Episode 5 -- A Nest Of Vipers,6.5
F1 2015,4.8
Call of Duty: Black Ops III,7
Star Wars Battlefront,8
Star Wars Battlefront,8
Star Wars Battlefront,8
Fallout 4,9.5
Fallout 4,9.5
Fallout 4,9.5
Rise of the Tomb Raider,9.3
Rise of the Tomb Raider,9.3
Guild Wars 2: Heart of Thorns,7.6
Call of Duty: Black Ops III,9.2
Call of Duty: Black Ops III,9.2
Anno 2205,7
Yo-Kai Watch,7.2
Need for Speed,6.3
Darksiders II: Deathinitive Edition,7.5
Darksiders II: Deathinitive Edition,7.5
Minecraft: Story Mode -- Episode 2: Assembly Required,5.6
Minecraft: Story Mode -- Episode 2: Assembly Required,5.6
WWE 2K16,8.8
WWE 2K16,8.8
Warhammer: End Times -- Vermintide,7.2
Sword Coast Legends,5.5
Divinity: Original Sin -- Enhanced Edition,9
Divinity: Original Sin -- Enhanced Edition,9
Dirt Rally,8.9
Dirt Rally,8.9
SteamWorld Heist,8.8
Nuclear Throne,9
Sid Meier's Civilization: Beyond Earth -- Rising Tide,7.1
The Beginner's Guide,8
The Beginner's Guide,8
Disgaea 5: Alliance of Vengeance,8.7
NBA Live 16,6
NBA Live 16,6
The Room Three,9
Star Wars: The Old Republic -- Knights of the Fallen Empire,6.5
Xenoblade Chronicles X,8.2
Just Cause 3,5.9
Just Cause 3,5.9
Just Cause 3,8
Batman: Arkham Knight -- Catwoman's Revenge,6
Tom Clancy's Rainbow Six Siege,7.9
Tom Clancy's Rainbow Six Siege,7.9
Prison Architect,8.3
Cities: Skylines -- After Dark,6.5
Rock Band 4,8.8
Rock Band 4,8.8
Tony Hawk's Pro Skater 5,3.5
Expand,8
Might & Magic Heroes VII,6.4
Tom Clancy's Rainbow Six Siege,7.9
Minecraft: Story Mode -- Episode 3: The Last Place You Look,7.7
Bloodborne: The Old Hunters,8
StarCraft II: Legacy of the Void,8.9
Hard West,7.3
Animal Crossing: Amiibo Festival,5
Mario Tennis: Ultra Smash,4.8
Game of Thrones: Episode 6 -- The Ice Dragon,6.7
Sword Art Online: Lost Song,6
Uncharted: The Nathan Drake Collection,9
Jotun,8
NBA 2K16,9
LEGO Dimensions,7.7
Skylanders SuperChargers,8
Skylanders SuperChargers,8
Assault Android Cactus,8.8
Blood Bowl II,7.8
World of Warships,8.3
Halo 5: Guardians,9
Guitar Hero Live,7.9
Splatoon,8.6
Call of Duty: Black Ops III,7
Persona 4: Dancing All Night,8.4
Animal Crossing: Happy Home Designer,8
FIFA 16,7.8
Guitar Hero Live,7.9
Guitar Hero Live,7.9
Guitar Hero Live,7.9
Guitar Hero Live,7.9
Assassin's Creed Syndicate,8.2
Assassin's Creed Syndicate,8.2
Kingdom,7.7
The Legend of Zelda: Tri Force Heroes,8.5
Tales from the Borderlands -- Episode 5 The Vault of the Traveler,9
FIFA 16,7.8
Soma,8.1
Star Wars: Uprising,5.5
Destiny: The Taken King,9
Broforce,8.8
Fatal Frame: Maiden of the Black Water,7
Rebel Galaxy,8
Tales of Zestiria,7.8
Mushroom 11,9
Dragon Quest Heroes,6.2
Wasteland 2: Director's Cut,8.5
Wasteland 2: Director's Cut,8.5
Minecraft: Story Mode -- Episode 1: The Order of the Stone,7.3
Destiny: The Taken King,9
Lovers in a Dangerous Spacetime,8.5
NHL 16,7.8
NHL 16,7.8
Rugby League Live 3,6.5
Pro Evolution Soccer 2016,9.5
Steins;Gate,6.9
One Piece: Pirate Warriors 3,6.9
Lost Dimension,7
Disney Infinity: 3.0 Edition,8.9
Disney Infinity: 3.0 Edition,8.9
Dishonored: Definitive Edition,8
Dishonored: Definitive Edition,8
Lara Croft Go,8.5
Mega Man Legacy Collection,9
Minecraft: Story Mode -- Episode 1: The Order of the Stone,7.3
Chibi-Robo!: Zip Lash,5
The Witcher 3: Wild Hunt -- Hearts of Stone,9
Transformers: Devastation,7.7
Transformers: Devastation,7.7
Shadowrun: Hong Kong,8
Dragon Age: Inquisition -- Trespasser,7
Dragon Age: Inquisition -- Trespasser,7
Dragon Age: Inquisition -- Trespasser,7
Company of Heroes 2: The British Forces,8
Armello,5.6
Forza Motorsport 6,9
Rugby World Cup 2015,1.5
Tearaway Unfolded,7.6
Mega Man Legacy Collection,9
Mega Man Legacy Collection,9
Mega Man Legacy Collection,9
Madden NFL 16,8.8
Madden NFL 16,8.8
Until Dawn,7.5
Gears of War: Ultimate Edition,8.5
Super Mario Maker,9
Mad Max,8.4
Devil's Third,3.5
Metal Gear Solid V: The Phantom Pain,10
Metal Gear Solid V: The Phantom Pain,10
Metal Gear Solid V: The Phantom Pain,10
Zombi,7.5
Gauntlet: Slayer Edition,7.1
Gauntlet,7.1
Smite,8.5
Volume,8.1
Volume,8.1
Tales from the Borderlands -- Episode 4: Escape Plan Bravo,6
Dragon Age: Inquisition -- The Descent,6.3
Galak-Z,8.3
FAST Racing Neo,8
Darkest Dungeon,9.1
Darkest Dungeon,9.1
Final Fantasy Explorers,6.8
The Witness,10
The Witness,10
The Witness,10
Plants vs. Zombies: Garden Warfare 2,8.2
Plants vs. Zombies: Garden Warfare 2,8.2
Pillar of Eternity: The White March - Part II,8
Fire Emblem Fates: Revelation,9.5
Homeworld: Deserts of Kharak,8.8
Tharsis,4.8
Tharsis,4.8
Mario & Luigi: Paper Jam,5.9
Gemini: Heroes Reborn,6.4
Resident Evil Zero,6.5
Resident Evil Zero,6.5
Rocket League,8
The Walking Dead: Michonne -- Episode 1: In Too Deep,7
Far Cry Primal,7.9
Project X Zone 2,6.5
Fire Emblem Fates: Birthright,9.4
Fire Emblem Fates: Conquest,9.5
Street Fighter V,8
Street Fighter V,8
Layers of Fear,5.8
Pony Island,9
Punch Club,6.5
"That Dragon, Cancer",8
OxenFree,8.2
Minecraft: Story Mode -- Episode 4: A Block and a Hard Place,6.3
Assassin's Creed Chronicles: India,6
Undertale,10
Undertale,10
Rick and Morty: Pocket Mortys,5.5
Naruto Shippuden: Ultimate Ninja Storm 4,5.5
Dying Light: The Following,8.8
Assassin's Creed Chronicles: Russia,5.8
Cobalt,4.5
Firewatch,9.3
Firewatch,9.3
Firewatch,9.3
Unravel,8.3
XCOM 2,9.3
Hardware: Rivals,5.5
Amplitude,7
King's Quest -- Episode 2: Rubble without a Cause,6.7
Bombshell,6.9
Rise of the Tomb Raider -- Baba Yaga: The Temple of the Witch,7
LEGO Marvel's Avengers,6.7
Virginia,8.5
Mount & Blade: Warband,6.8
FIFA 17,8.4
FIFA 17,8.4
NBA 2K17,8.9
Forza Horizon 3,9.5
Batman: The Telltale Series -- Episode 2: Children of Arkham,8
Rive,6.5
BioShock: The Collection,8.2
BioShock: The Collection,8.2
Dead Rising Triple Pack,6.5
Dead Rising Triple Pack,6.5
Pac-Man Championship Edition 2,7.5
Pro Evolution Soccer 2017,9.5
Pro Evolution Soccer 2017,9.5
Dragon Quest VII: Fragments of the Forgotten Past,7.7
ReCore,7.3
ReCore,7.3
NHL 17,8.4
World of Warcraft: Legion,9.1
Project Highrise,7
Phoenix Wright: Ace Attorney -- Spirit of Justice,6.5
The Turing Test,7
Assetto Corsa,6
Assetto Corsa,6
1979 Revolution,8
Star Fox Zero,7.5
Star Fox Guard,7.8
The Banner Saga 2,8.9
Fallout 4: Wasteland Workshop,5.5
Stardew Valley,8.8
Fallout 4: Automatron,7.5
TrackMania Turbo,8.4
TrackMania Turbo,8.4
Hyrule Warriors Legends,4
Chronos,8
Hyper Light Drifter,7.6
Ratchet & Clank,9
Dead Star,7.1
Dead Star,7.1
HTC Vive,9.3
Lucky's Tale,6
Hyrule Warriors Legends,6.8
Day of the Tentacle: Remastered,8.8
EA Sports UFC 2,6.4
EA Sports UFC 2,6.4
Tom Clancy's The Division,6.7
Tom Clancy's The Division,6.7
Tom Clancy's The Division,6.7
Pokken Tournament,8
Teenage Mutant Ninja Turtles: Mutants in Manhattan,4.9
The Witcher 3: Wild Hunt -- Blood and Wine,9
Salt and Sanctuary,8.6
Fallout 4: Far Harbor,8.3
Starcraft II: Nova Covert Ops -- Mission Pack 1,6.2
Enter the Gungeon,8.5
Enter the Gungeon,8.5
Dark Souls III,9.5
Dark Souls III,9.5
Rise of the Tomb Raider -- Cold Darkness Awakened,7
Quantum Break,8
Inside,10
The Technomancer,4.9
Umbrella Corps,3.8
Fallout 4: Contraptions,6.8
Mighty No. 9 (Collector's Edition),5.6
Alekhine's Gun,3
Hitman: Episode 1,7.9
Hitman: Episode 1,7.9
Hitman: Episode 1,7.9
Grim Dawn,8.7
Heavy Rain,7.5
Total War: Warhammer,8.6
Homefront: The Revolution,5
Doom,7.1
XCOM 2: Alien Hunters,7.7
Uncharted 4: A Thief's End,9
Valkyria Chronicles Remastered,9
Valkyria Chronicles,9
Stellaris,6.3
MLB The Show 16,9.3
The Walking Dead: Michonne -- Episode 2: Give No Shelter,7.2
Ashes of Singularity,7.7
Oculus Rift,9
Adr1ft [VR Edition],7
Adr1ft,6
Mighty No. 9,5.6
Trials of the Blood Dragon,6.9
Trials of the Blood Dragon,6.9
Edge of Nowhere,6.7
Mirror's Edge Catalyst,6.8
Mirror's Edge Catalyst,6.8
Mirror's Edge Catalyst,6.8
The Flame in the Flood,7.3
The Legend of Zelda: Twilight Princess HD,8.6
Bravely Second: End Layer,7.1
Devil Daggers,8.5
Superhot,7.5
Plants vs. Zombies: Garden Warfare 2,8.2
Battleborn,7.1
Battleborn,7.1
Battleborn,7.1
The Park,7
The Park,7
The Park,7
Hitman: Episode 2,8.5
Hitman: Episode 2,8.5
Hearts of Iron IV,9
Hitman: Episode 3,6
Dangerous Golf,6
Dead Island: Definitive Collection,7
Dead Island: Definitive Collection,7
Odin Sphere Leifthrasir,9.5
Odin Sphere Leifthrasir,9.5
One Piece: Burning Blood,6.5
One Piece: Burning Blood,6.5
Hitman: Episode 2,8.5
Offworld Trading Company,8
The Walking Dead: Michonne -- Episode 3: What We Deserve,6.3
Severed,6.4
Battlefleet Gothic: Armada,7.1
Overwatch,9.4
Overwatch,9.4
Overwatch,9.4
Kirby: Planet Robobot,8
Fallout 4: Nuka World,7.9
Worms WMD,7.8
Attack on Titan,7.3
Master of Orion,7.1
King of Fighters XIV,8
Quadrilateral Cowboy,8.5
Fallout 4: Vault-Tec Workshop,8.2
Fru,8.5
Kentucky Route Zero: Act 4,8.5
Valley,5
Valley,5
F1 2016,8.8
F1 2016,8.8
F1 2016,8.8
Deus Ex: Mankind Divided,9.2
Deus Ex: Mankind Divided,9.2
Deus Ex: Mankind Divided,9.2
Metroid Prime: Federation Force,5.9
I Am Setsuna,7.5
Kerbal Space Program,9
Ghostbusters,4.4
Necropolis,6.5
7 Days to Die,4.9
Furi,6.8
Pokemon Go,7
Hitman: Episode 4,7.4
Hitman: Episode 4,7.4
Hitman: Episode 4,7.4
Grow Up,7.8
Madden NFL 17,8.6
No Man's Sky,6
Starcraft II: Nova Covert Ops -- Mission Pack 2,6.4
Pokemon Go,7
Carmageddon: Max Damage,5.4
Monster Hunter Generations,8
Song of the Deep,6
Tom Clancy's The Division -- Underground,5.8
BoxBoxBoy!,7.8
XCOM 2: Shen's Last Gift,8
Zero Time Dilemma,9.2
Zero Time Dilemma,9.2
Batman: The Telltale Series -- Episode 1: Realm of Shadows,7.5
Abzu,8.4
Starbound,9.1
Human Fall Flat,7.9
Tokyo Mirage Sessions #FE,7.6
LEGO Star Wars: The Force Awakens,9
Star Ocean: Integrity and Faithlessness,5.8
Inside,10
Inside,10
